Columns,type,n,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA
WeblogInfo_20_C17,,29690.0,0.2681374200067363,0.4429970133598495,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,21729.0,7961.0,,,,0.0,0.0
WeblogInfo_45_0.0,,29690.0,0.9835634893903671,0.1271491103071296,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29202.0,488.0,,,,0.0,0.0
WeblogInfo_45_nan,,29690.0,0.005591108117211183,0.07456564153045801,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29524.0,166.0,,,,0.0,0.0
WeblogInfo_45_2.0,,29690.0,0.0013135735938026272,0.03622005390045563,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29651.0,39.0,,,,0.0,0.0
Userupdate__bussinessaddress_0.0,,29690.0,0.9902660828561806,0.09818091806566343,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29401.0,289.0,,,,0.0,0.0
Userupdate__bussinessaddress_1.0,,29690.0,0.009093971034018189,0.09492931184336571,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29420.0,270.0,,,,0.0,0.0
Userupdate__hasbusinesslicense_0.0,,29690.0,0.9923880094307848,0.08691549118587759,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29464.0,226.0,,,,0.0,0.0
Userupdate__hasbusinesslicense_1.0,,29690.0,0.00740990232401482,0.08576271571183411,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29470.0,220.0,,,,0.0,0.0
WeblogInfo_37_0.0,,29690.0,0.9818120579319636,0.1336328638646462,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29150.0,540.0,,,,0.0,0.0
WeblogInfo_37_1.0,,29690.0,0.008959245537217919,0.09422991310012416,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29424.0,266.0,,,,0.0,0.0
"Log_(4, 0)_1.0",,29690.0,0.004008083529808016,0.06318348880391005,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29571.0,119.0,,,,0.0,0.0
WeblogInfo_34_0.0,,29690.0,0.9730885820141462,0.16182730183198063,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,28891.0,799.0,,,,0.0,0.0
WeblogInfo_34_1.0,,29690.0,0.01724486359043449,0.1301846730754647,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29178.0,512.0,,,,0.0,0.0
WeblogInfo_34_2.0,,29690.0,0.0010778039744021555,0.03281278069607884,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29658.0,32.0,,,,0.0,0.0
"Log_(300, 20)_1.0",,29690.0,0.035331761535870664,0.18462008606326596,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28641.0,1049.0,,,,0.0,0.0
"Log_(10, 0)_1.0",,29690.0,0.02987537891545975,0.17024634170782943,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28803.0,887.0,,,,0.0,0.0
Userupdate__flag_uctobcp_0.0,,29690.0,0.9860895924553722,0.11712117710493887,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29277.0,413.0,,,,0.0,0.0
Userupdate__flag_uctobcp_2.0,,29690.0,0.012933647692825867,0.11299025822388307,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29306.0,384.0,,,,0.0,0.0
Userupdate__marriagestatusid_0.0,,29690.0,0.09932637251599866,0.29910476007201425,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,26741.0,2949.0,,,,0.0,0.0
Userupdate__marriagestatusid_1.0,,29690.0,0.8782755136409566,0.3269728378581926,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,26076.0,3614.0,,,,0.0,0.0
Userupdate__marriagestatusid_2.0,,29690.0,0.018221623442236445,0.13375424646654857,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29149.0,541.0,,,,0.0,0.0
Userupdate__marriagestatusid_3.0,,29690.0,0.0028965981812057932,0.05374295472217802,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29604.0,86.0,,,,0.0,0.0
Userupdate__cityid_2.0,,29690.0,0.02286965308184574,0.1494904168847943,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29011.0,679.0,,,,0.0,0.0
Userupdate__cityid_3.0,,29690.0,0.0012462108454024924,0.03528030225392875,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29653.0,37.0,,,,0.0,0.0
"Log_(2, 7)_0.0",,29690.0,0.9807679353317615,0.13734200989789255,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29119.0,571.0,,,,0.0,0.0
"Log_(2, 7)_1.0",,29690.0,0.016672280229033345,0.12804244414515542,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29195.0,495.0,,,,0.0,0.0
"Log_(2, 7)_2.0",,29690.0,0.002054563826204109,0.04528147142452814,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29629.0,61.0,,,,0.0,0.0
Userupdate__hassborgjj_1.0,,29690.0,0.002997642303805995,0.05466952633662596,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29601.0,89.0,,,,0.0,0.0
Userupdate__incomefrom_0.0,,29690.0,0.9935668575277872,0.07994981201079039,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29499.0,191.0,,,,0.0,0.0
Userupdate__incomefrom_1.0,,29690.0,0.005759514988211519,0.07567387827321273,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29519.0,171.0,,,,0.0,0.0
Userupdate__companytypeid_0.0,,29690.0,0.9889188278881779,0.10468404292045114,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29361.0,329.0,,,,0.0,0.0
Userupdate__companytypeid_1.0,,29690.0,0.010104412260020209,0.10001324920178296,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29390.0,300.0,,,,0.0,0.0
Userupdate__residenceyears_0.0,,29690.0,0.08541596497137083,0.2795043992132893,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27154.0,2536.0,,,,0.0,0.0
Userupdate__residenceyears_1.0,,29690.0,0.8879083866621759,0.315484446334527,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,26362.0,3328.0,,,,0.0,0.0
Userupdate__residenceyears_2.0,,29690.0,0.022768608959245536,0.14916751941304432,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29014.0,676.0,,,,0.0,0.0
Userupdate__residenceyears_3.0,,29690.0,0.002761872684405524,0.052481782682690235,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29608.0,82.0,,,,0.0,0.0
"Log_(2000, 6)_0.0",,29690.0,0.9947120242505895,0.07252716892530552,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29533.0,157.0,,,,0.0,0.0
"Log_(2000, 6)_1.0",,29690.0,0.0034691815426069385,0.0587984929006888,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29587.0,103.0,,,,0.0,0.0
"Log_(2000, 6)_2.0",,29690.0,0.001380936342202762,0.037135909928125155,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29649.0,41.0,,,,0.0,0.0
Userupdate__residenceaddress_0.0,,29690.0,0.13607275176827213,0.3428715759693993,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,25650.0,4040.0,,,,0.0,0.0
Userupdate__residenceaddress_1.0,,29690.0,0.8419333108790839,0.3648096674072407,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,24997.0,4693.0,,,,0.0,0.0
Userupdate__residenceaddress_2.0,,29690.0,0.018592118558437183,0.13508170221097066,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29138.0,552.0,,,,0.0,0.0
Userupdate__residenceaddress_3.0,,29690.0,0.0022566520714045134,0.04745140072757235,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29623.0,67.0,,,,0.0,0.0
"Log_(12, 0)_1.0",,29690.0,0.09882115190299764,0.2984267606185576,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,26756.0,2934.0,,,,0.0,0.0
Userupdate__relationshipid_0.0,,29690.0,0.9455708992926911,0.2268662760897213,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,28074.0,1616.0,,,,0.0,0.0
Userupdate__relationshipid_1.0,,29690.0,0.04136072751768272,0.1991264755098052,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28462.0,1228.0,,,,0.0,0.0
Userupdate__relationshipid_2.0,,29690.0,0.010306500505220613,0.10099811940556097,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29384.0,306.0,,,,0.0,0.0
Userupdate__relationshipid_3.0,,29690.0,0.0022566520714045134,0.04745140072757235,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29623.0,67.0,,,,0.0,0.0
Userupdate__workyears_0.0,,29690.0,0.9839339845065679,0.12573158349945318,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29213.0,477.0,,,,0.0,0.0
Userupdate__workyears_1.0,,29690.0,0.01532502526103065,0.1228441172239151,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29235.0,455.0,,,,0.0,0.0
Userupdate__companyaddress_0.0,,29690.0,0.9721455035365443,0.1645586083017039,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,28863.0,827.0,,,,0.0,0.0
Userupdate__companyaddress_1.0,,29690.0,0.025564163017851128,0.1578336961481317,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28931.0,759.0,,,,0.0,0.0
Userupdate__companyaddress_2.0,,29690.0,0.001852475581003705,0.04300123481556317,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29635.0,55.0,,,,0.0,0.0
WeblogInfo_38_0.0,,29690.0,0.9738632536207478,0.15954458376776642,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,28914.0,776.0,,,,0.0,0.0
WeblogInfo_38_1.0,,29690.0,0.01636914786123274,0.12689263646208976,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29204.0,486.0,,,,0.0,0.0
WeblogInfo_38_2.0,,29690.0,0.0010441226002020883,0.03229655616541756,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29659.0,31.0,,,,0.0,0.0
Userupdate__residencephone_0.0,,29690.0,0.08972718086897945,0.2857953200142847,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27026.0,2664.0,,,,0.0,0.0
Userupdate__residencephone_1.0,,29690.0,0.8769282586729539,0.328525072104826,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,26036.0,3654.0,,,,0.0,0.0
Userupdate__residencephone_2.0,,29690.0,0.028157628831256314,0.1654258096071723,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28854.0,836.0,,,,0.0,0.0
Userupdate__residencephone_3.0,,29690.0,0.003805995284607612,0.06157627296336624,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29577.0,113.0,,,,0.0,0.0
WeblogInfo_26_0.0,,29690.0,0.9784102391377568,0.1453421982269632,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29049.0,641.0,,,,0.0,0.0
WeblogInfo_26_1.0,,29690.0,0.012832603570225665,0.11255378511371787,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29309.0,381.0,,,,0.0,0.0
"Log_(5, 0)_1.0",,29690.0,0.0017514314584035028,0.041814146356631526,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29638.0,52.0,,,,0.0,0.0
Userupdate__regstepid_0.0,,29690.0,0.9798585382283597,0.1404864692418229,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29092.0,598.0,,,,0.0,0.0
Userupdate__regstepid_1.0,,29690.0,0.0066015493432132035,0.08098265109470251,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29494.0,196.0,,,,0.0,0.0
Userupdate__regstepid_2.0,,29690.0,0.013472549680026945,0.11528871480209629,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29290.0,400.0,,,,0.0,0.0
Userupdate__iscash_0.0,,29690.0,0.9818794206803637,0.13338974177759574,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29152.0,538.0,,,,0.0,0.0
Userupdate__iscash_1.0,,29690.0,0.016908049848433818,0.12892915719519918,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29188.0,502.0,,,,0.0,0.0
Userupdate__iscash_2.0,,29690.0,0.0011788480970023577,0.03431469180860874,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29655.0,35.0,,,,0.0,0.0
WeblogInfo_28_0.0,,29690.0,0.9797911754799595,0.14071636315526412,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29090.0,600.0,,,,0.0,0.0
WeblogInfo_28_1.0,,29690.0,0.010710676995621421,0.10293840533239959,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29372.0,318.0,,,,0.0,0.0
UserInfo_3_nan,,29690.0,0.05695520377231391,0.2317609062529393,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27999.0,1691.0,,,,0.0,0.0
UserInfo_3_1.0,,29690.0,0.004445941394408892,0.06653062516017856,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29558.0,132.0,,,,0.0,0.0
UserInfo_3_2.0,,29690.0,0.10013472549680028,0.3001846053713683,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,26717.0,2973.0,,,,0.0,0.0
UserInfo_3_3.0,,29690.0,0.1389019872010778,0.345850045334319,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,25566.0,4124.0,,,,0.0,0.0
UserInfo_3_4.0,,29690.0,0.4619063657797238,0.4985551592166415,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,15976.0,13714.0,,,,0.0,0.0
UserInfo_3_5.0,,29690.0,0.2001010441226002,0.4000825008754331,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,23749.0,5941.0,,,,0.0,0.0
UserInfo_3_6.0,,29690.0,0.037453688110474906,0.1898739677851213,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28578.0,1112.0,,,,0.0,0.0
"Log_(303, 20)_1.0",,29690.0,0.004749073762209498,0.06875084917049046,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29549.0,141.0,,,,0.0,0.0
"Log_(1, 21)_0.0",,29690.0,0.9965644998315931,0.058513355960162806,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29588.0,102.0,,,,0.0,0.0
"Log_(1, 21)_1.0",,29690.0,0.0013472549680026945,0.036680855903918674,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29650.0,40.0,,,,0.0,0.0
"Log_(1, 21)_2.0",,29690.0,0.0011451667228022904,0.03382149972866191,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29656.0,34.0,,,,0.0,0.0
Userupdate__residencetypeid_0.0,,29690.0,0.09248905355338498,0.28971996075827067,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,26944.0,2746.0,,,,0.0,0.0
Userupdate__residencetypeid_1.0,,29690.0,0.8768272145503536,0.3286409714677617,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,26033.0,3657.0,,,,0.0,0.0
Userupdate__residencetypeid_2.0,,29690.0,0.02593465813405187,0.158943079530992,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28920.0,770.0,,,,0.0,0.0
Userupdate__residencetypeid_3.0,,29690.0,0.003536544291007073,0.05936460093268157,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29585.0,105.0,,,,0.0,0.0
Userupdate__districtid_1.0,,29690.0,0.61000336813742,0.48775739055628653,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,18111.0,11579.0,,,,0.0,0.0
Userupdate__districtid_2.0,,29690.0,0.02960592792185921,0.16950039714579024,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28811.0,879.0,,,,0.0,0.0
Userupdate__districtid_3.0,,29690.0,0.0016167059616032334,0.04017644322376316,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29642.0,48.0,,,,0.0,0.0
Education_Info3_毕业,,29690.0,0.06143482654092287,0.2401302371257859,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27866.0,1824.0,,,,0.0,0.0
Education_Info3_结业,,29690.0,0.0017851128326035702,0.04221357867467875,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29637.0,53.0,,,,0.0,0.0
UserInfo_1_nan,,29690.0,0.33341192320646684,0.47144023858207024,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,19791.0,9899.0,,,,0.0,0.0
UserInfo_1_1.0,,29690.0,0.0035702256652071405,0.05964561156304034,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29584.0,106.0,,,,0.0,0.0
UserInfo_1_2.0,,29690.0,0.1998989558773998,0.39993093213143355,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,23755.0,5935.0,,,,0.0,0.0
UserInfo_1_3.0,,29690.0,0.16227686089592455,0.3687108083819957,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,24872.0,4818.0,,,,0.0,0.0
UserInfo_1_4.0,,29690.0,0.19612664196699225,0.39707215049049527,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,23867.0,5823.0,,,,0.0,0.0
UserInfo_1_5.0,,29690.0,0.08160996968676322,0.2737741898557808,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27267.0,2423.0,,,,0.0,0.0
UserInfo_1_6.0,,29690.0,0.023038059952846076,0.15002688375435763,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29006.0,684.0,,,,0.0,0.0
"Log_(1, 1)_1.0",,29690.0,0.9322667564836645,0.25129181868159034,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,27679.0,2011.0,,,,0.0,0.0
"Log_(2, 20)_1.0",,29690.0,0.003940720781407881,0.06265240387589005,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29573.0,117.0,,,,0.0,0.0
UserInfo_11_0.0,,29690.0,0.03310879083866622,0.1789236626958678,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28707.0,983.0,,,,0.0,0.0
WeblogInfo_2_0.0,,29690.0,0.8274503199730548,0.37786386042211184,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,24567.0,5123.0,,,,0.0,0.0
WeblogInfo_2_1.0,,29690.0,0.11128326035702257,0.3144878813209498,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,26386.0,3304.0,,,,0.0,0.0
WeblogInfo_2_2.0,,29690.0,0.005658470865611317,0.07501094644191564,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29522.0,168.0,,,,0.0,0.0
WeblogInfo_2_nan,,29690.0,0.05533849781071068,0.2286436293942801,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28047.0,1643.0,,,,0.0,0.0
Education_Info6_E,,29690.0,0.019097339171438195,0.1368695063555389,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29123.0,567.0,,,,0.0,0.0
Education_Info6_A,,29690.0,0.010542270124621084,0.10213462689944929,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29377.0,313.0,,,,0.0,0.0
Education_Info6_AQ,,29690.0,0.0017851128326035702,0.04221357867467875,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29637.0,53.0,,,,0.0,0.0
"Log_(305, 20)_1.0",,29690.0,0.0010104412260020209,0.031771909516688186,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29660.0,30.0,,,,0.0,0.0
Userupdate__phone_0.0,,29690.0,0.9195688784102392,0.2719640555180179,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,27302.0,2388.0,,,,0.0,0.0
Userupdate__phone_1.0,,29690.0,0.05136409565510273,0.22074298752320665,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28165.0,1525.0,,,,0.0,0.0
Userupdate__phone_2.0,,29690.0,0.0209498147524419,0.14321875182224408,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29068.0,622.0,,,,0.0,0.0
Userupdate__phone_3.0,,29690.0,0.004749073762209498,0.06875084917049044,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29549.0,141.0,,,,0.0,0.0
Userupdate__phone_4.0,,29690.0,0.002222970697204446,0.04709674943420367,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29624.0,66.0,,,,0.0,0.0
UserInfo_12_0.0,,29690.0,0.13041428090266083,0.3367643331043649,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,25818.0,3872.0,,,,0.0,0.0
Userupdate__hasbuycar_0.0,,29690.0,0.09393735264398788,0.291746453698834,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,26901.0,2789.0,,,,0.0,0.0
Userupdate__hasbuycar_1.0,,29690.0,0.8816436510609633,0.3230350419249219,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,26176.0,3514.0,,,,0.0,0.0
Userupdate__hasbuycar_2.0,,29690.0,0.020377231391040754,0.14128932090610816,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29085.0,605.0,,,,0.0,0.0
Userupdate__hasbuycar_3.0,,29690.0,0.0028629168070057258,0.053430484449519776,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29605.0,85.0,,,,0.0,0.0
Education_Info2_AN,,29690.0,0.03189626136746379,0.17572686179613625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28743.0,947.0,,,,0.0,0.0
Education_Info2_AQ,,29690.0,0.023711687436847425,0.15215197352341486,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28986.0,704.0,,,,0.0,0.0
Education_Info2_AM,,29690.0,0.002526103065005052,0.05019767662814394,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29615.0,75.0,,,,0.0,0.0
Education_Info2_U,,29690.0,0.003435500168406871,0.058513355960162806,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29588.0,102.0,,,,0.0,0.0
Education_Info2_E,,29690.0,0.001481980464802964,0.03846861112061383,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29646.0,44.0,,,,0.0,0.0
Userupdate__provinceid_0.0,,29690.0,0.35924553721791846,0.47978738470528554,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,19024.0,10666.0,,,,0.0,0.0
Userupdate__provinceid_1.0,,29690.0,0.6190636577972382,0.4856251522837959,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,18380.0,11310.0,,,,0.0,0.0
Userupdate__provinceid_2.0,,29690.0,0.02017514314584035,0.1406014672196279,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29091.0,599.0,,,,0.0,0.0
Userupdate__provinceid_3.0,,29690.0,0.0010441226002020883,0.03229655616541756,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29659.0,31.0,,,,0.0,0.0
Userupdate__idnumber_0.0,,29690.0,0.771505557426743,0.41986982506298043,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,22906.0,6784.0,,,,0.0,0.0
Userupdate__idnumber_1.0,,29690.0,0.22303805995284606,0.4162906684967021,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,23068.0,6622.0,,,,0.0,0.0
Userupdate__idnumber_2.0,,29690.0,0.0038733580330077466,0.06211670539907947,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29575.0,115.0,,,,0.0,0.0
"Log_(2, 2)_0.0",,29690.0,0.9959245537217919,0.06371007555838071,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29569.0,121.0,,,,0.0,0.0
"Log_(2, 2)_1.0",,29690.0,0.0028629168070057258,0.053430484449519776,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29605.0,85.0,,,,0.0,0.0
Userupdate__byuserid_0.0,,29690.0,0.9894577298753789,0.10213462689944927,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29377.0,313.0,,,,0.0,0.0
Userupdate__byuserid_1.0,,29690.0,0.009464466150218929,0.0968256463986947,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29409.0,281.0,,,,0.0,0.0
Education_Info8_E,,29690.0,0.002054563826204109,0.04528147142452814,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29629.0,61.0,,,,0.0,0.0
Education_Info8_T,,29690.0,0.024688447288649377,0.15517647662523276,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28957.0,733.0,,,,0.0,0.0
Education_Info8_F,,29690.0,0.003940720781407881,0.06265240387589005,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29573.0,117.0,,,,0.0,0.0
WeblogInfo_29_0.0,,29690.0,0.9695857190973391,0.17172724213657908,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,28787.0,903.0,,,,0.0,0.0
WeblogInfo_29_1.0,,29690.0,0.019838329403839675,0.1394468538151422,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29101.0,589.0,,,,0.0,0.0
WeblogInfo_29_2.0,,29690.0,0.0017177500842034355,0.04141083406064111,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29639.0,51.0,,,,0.0,0.0
"Log_(2, 6)_0.0",,29690.0,0.9986527450319973,0.036680855903918674,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29650.0,40.0,,,,0.0,0.0
Userupdate__companyphone_0.0,,29690.0,0.9623105422701246,0.19044732640692932,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,28571.0,1119.0,,,,0.0,0.0
Userupdate__companyphone_1.0,,29690.0,0.03378241832266757,0.1806717077223625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28687.0,1003.0,,,,0.0,0.0
Userupdate__companyphone_2.0,,29690.0,0.0030986864264061975,0.05558046974391981,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29598.0,92.0,,,,0.0,0.0
"Log_(2, 21)_0.0",,29690.0,0.5258336140114517,0.49934058771082357,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,15612.0,14078.0,,,,0.0,0.0
"Log_(2, 21)_1.0",,29690.0,0.3515998652745032,0.47747783075678785,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,19251.0,10439.0,,,,0.0,0.0
"Log_(2, 21)_2.0",,29690.0,0.11933310879083867,0.32418552978739806,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,26147.0,3543.0,,,,0.0,0.0
"Log_(2, 21)_3.0",,29690.0,0.0027955540586055913,0.05279993214154635,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29607.0,83.0,,,,0.0,0.0
"Log_(1, 0)_0.0",,29690.0,0.8051195688784102,0.3961153033424344,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,23904.0,5786.0,,,,0.0,0.0
"Log_(10, 20)_0.0",,29690.0,0.9717750084203436,0.16561782900802946,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,28852.0,838.0,,,,0.0,0.0
"Log_(10, 20)_1.0",,29690.0,0.026271471876052544,0.1599441880258832,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28910.0,780.0,,,,0.0,0.0
"Log_(10, 20)_2.0",,29690.0,0.001583024587403166,0.03975640648236444,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29643.0,47.0,,,,0.0,0.0
UserInfo_13_1.0,,29690.0,0.2383967665880768,0.4261101545269164,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,22612.0,7078.0,,,,0.0,0.0
